date,Alkalinity to pH 4.5 as CaCO3,Ammonia un-ionised as N,Nitrite as N,"Nitrogen, Total Oxidised as N","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",pH,date
2022-03-22,250.0,0.00058,0.004,9.1,0.01,12.0,108.6,8.02,2022-03-22
2022-04-27,240.0,0.00053,0.0076,6.6,0.01,12.1,105.8,8.15,2022-04-27
2022-05-26,250.0,0.00065,0.011,5.6,0.01,10.2,96.3,7.99,2022-05-26
2022-06-17,240.0,0.00078,0.018,4.4,0.01,8.58,88.5,7.91,2022-06-17
2022-08-15,220.0,0.00055,0.004,0.2,0.032,3.43,34.8,7.53,2022-08-15
2022-08-31,230.0,0.00031,0.004,0.2,0.027,3.02,29.9,7.45,2022-08-31
2022-09-29,250.0,0.00013,0.004,0.2,0.016,2.69,24.6,7.34,2022-09-29
2022-10-27,250.0,0.00018,0.004,0.2,0.01,2.19,21.5,7.36,2022-10-27
2022-11-25,240.0,0.00051,0.004,9.2,0.014,10.6,94.4,7.96,2022-11-25
2022-12-09,240.0,0.00032,0.004,11.0,0.01,11.2,91.8,7.87,2022-12-09
2023-01-26,230.0,0.00039,0.004,10.0,0.01,11.5,97.0,7.92,2023-01-26
2023-02-16,230.0,0.00054,0.004,8.9,0.01,12.1,106.7,8.09,2023-02-16
2023-03-14,240.0,0.00045,0.004,6.4,0.01,12.0,100.2,8.04,2023-03-14
2023-04-05,230.0,0.00037,0.0048,9.1,0.01,11.3,98.3,7.85,2023-04-05
2023-05-22,240.0,0.00048,0.01,7.6,0.01,11.7,107.1,7.9,2023-05-22
2023-06-19,240.0,0.00057,0.016,5.7,0.01,9.97,97.6,7.88,2023-06-19
2023-07-28,250.0,0.00059,0.021,4.2,0.01,9.86,98.7,7.86,2023-07-28
2023-08-11,250.0,0.00047,0.018,4.2,0.01,7.67,76.8,7.76,2023-08-11
2002-05-20,27.1,0.0007,0.047,1.61,0.20500000000000002,35.52,349.0,44.26,2002-05-20
2002-06-19,75.9,0.0001,0.3136,3.6,1.56,26.714,260.0,31.23,2002-06-19
2002-07-18,29.4,0.0006000000000000001,0.0585,1.6,0.223,36.76,395.1,47.19,2002-07-18
2000-02-08,218.0,0.001,0.017,9.44,0.207,13.38,117.4,8.2,2000-02-08
2000-03-06,210.0,0.001,0.013,9.57,0.129,11.91,99.1,8.1,2000-03-06
2000-04-11,207.0,0.001,0.009,9.14,0.143,11.92,104.6,8.2,2000-04-11
2000-05-15,201.0,0.001,0.02,9.26,0.102,10.61,107.0,8.3,2000-05-15
2000-06-05,211.0,0.001,0.021,8.24,0.18,9.96,96.4,8.2,2000-06-05
2000-07-11,200.0,0.001,0.017,8.22,0.374,8.68,85.2,8.4,2000-07-11
2000-08-09,195.0,0.0021,0.024,7.45,0.669,7.36,78.6,8.3,2000-08-09
2000-09-26,184.0,0.0011,0.043,5.75,0.92,8.94,90.3,8.2,2000-09-26
2000-10-10,213.0,0.0015,0.034,6.71,0.39,10.6,93.5,8.2,2000-10-10
2000-11-07,178.0,0.0008,0.035,5.96,0.121,10.2,88.2,8.1,2000-11-07
2000-11-22,194.0,0.0005,0.016,7.94,0.104,11.0,91.7,8.1,2000-11-22
2000-12-06,210.0,0.0008,0.036,7.21,0.115,10.3,90.3,8.1,2000-12-06
2001-01-09,209.0,0.0004,0.017,9.02,0.082,12.3,97.3,8.2,2001-01-09
2001-02-06,183.0,0.0013,0.032,7.4,0.14,11.4,96.5,8.2,2001-02-06
2001-03-06,200.0,0.00044,0.0101,9.12,0.105,12.9,106.5,8.25,2001-03-06
2001-07-13,191.0,0.001,0.0141,7.53,0.165,9.94,99.5,8.4,2001-07-13
2001-08-07,199.0,0.0014,0.0192,7.44,0.417,9.76,101.0,8.1,2001-08-07
2001-10-19,197.0,0.0007,0.0239,6.98,0.385,10.2,96.8,8.2,2001-10-19
2001-12-05,203.0,0.001,0.0279,7.61,0.312,11.3,96.1,8.2,2001-12-05
2002-01-12,206.0,0.0004,0.0151,8.28,0.306,12.9,101.2,8.4,2002-01-12
2002-02-26,195.0,0.0005,0.026,7.72,0.163,11.2,98.9,8.2,2002-02-26
2002-03-08,201.0,0.0005,0.0081,8.8,0.07,11.7,103.8,8.3,2002-03-08
2002-05-08,199.0,0.0006,0.0158,7.96,0.108,11.7,109.0,8.4,2002-05-08
2002-07-09,199.0,0.0024,0.0316,7.32,0.431,9.58,98.6,8.3,2002-07-09
2002-08-05,207.0,0.0016,0.0205,6.16,0.312,9.76,102.5,8.3,2002-08-05
2002-08-11,204.0,0.0012,0.0161,6.42,0.202,10.2,106.0,8.2,2002-08-11
2002-09-04,205.0,0.0014,0.0138,6.9,0.509,11.4,116.6,8.41,2002-09-04
2002-10-07,197.0,0.00111,0.0125,6.5,0.46,10.5,100.2,8.02,2002-10-07
2002-11-05,212.0,0.00059,0.0154,6.77,0.202,10.7,97.1,8.12,2002-11-05
2002-12-04,208.0,0.0005,0.014,8.0,0.107,11.1,95.7,8.1,2002-12-04
2003-01-06,207.0,0.00027,0.0164,8.47,0.08,12.7,95.1,7.81,2003-01-06
2003-02-06,212.0,0.00019,0.0117,9.15,0.07,12.5,96.8,7.7,2003-02-06
2003-03-24,203.0,0.0006,0.0111,8.8,0.105,12.6,113.1,8.3,2003-03-24
2003-04-09,178.0,0.0005,0.018,8.31,0.13,12.8,109.7,8.41,2003-04-09
2003-05-09,187.0,0.00067,0.0203,7.41,0.217,11.7,110.8,8.4,2003-05-09
2003-06-02,190.0,0.00143,0.0298,7.2,0.314,9.26,98.0,8.03,2003-06-02
2003-07-02,177.0,0.00116,0.0237,6.98,0.322,9.75,100.5,8.15,2003-07-02
2003-07-10,190.0,0.00132,0.0232,7.48,0.4,10.1,110.5,8.3,2003-07-10
2003-08-12,174.0,0.00161,0.0234,6.17,0.447,8.73,98.7,8.2,2003-08-12
2003-10-08,188.0,0.00071,0.012,7.12,0.733,9.93,100.1,7.93,2003-10-08
2003-11-05,199.0,0.00054,0.0257,6.56,0.556,10.6,93.9,8.28,2003-11-05
2003-12-02,184.0,0.00063,0.0202,8.09,0.282,9.91,83.9,7.99,2003-12-02
2004-01-05,201.0,0.00057,0.012,8.86,0.189,12.4,103.9,8.09,2004-01-05
2007-01-11,177.0,0.00054,0.0203,6.55,0.073,10.7,91.7,8.05,2007-01-11
2007-02-07,218.0,0.00038,0.0093,9.12,0.063,12.5,97.7,8.13,2007-02-07
2007-03-29,199.0,0.00054,0.0084,8.62,0.027,11.5,101.9,8.3,2007-03-29
2007-04-10,191.0,0.00069,0.0141,8.6,0.041,12.1,115.8,8.5,2007-04-10
2007-05-08,180.0,0.001,0.0181,7.96,0.099,10.0,97.3,8.2,2007-05-08
2007-06-05,187.0,0.00079,0.0146,7.39,0.114,9.91,103.3,7.93,2007-06-05
2007-07-09,198.0,0.00081,0.0099,7.44,0.05,11.2,112.0,8.12,2007-07-09
2007-08-06,202.0,0.00078,0.0431,6.1,0.02,8.61,91.2,7.9,2007-08-06
2007-09-05,200.0,0.00085,0.0105,7.93,0.038,10.5,106.3,8.17,2007-09-05
2007-10-08,207.0,0.00063,0.0095,8.15,0.072,10.3,95.7,8.2,2007-10-08
2007-11-05,220.0,0.00048,0.0081,8.38,0.094,11.1,94.5,8.15,2007-11-05
2007-12-03,212.0,0.00071,0.01,6.85,0.125,11.2,93.2,8.07,2007-12-03
2008-01-07,227.0,0.00071,0.0115,7.63,0.113,11.7,95.0,8.2,2008-01-07
2008-03-03,208.0,0.00047,0.0077,8.22,0.046,12.2,102.8,8.31,2008-03-03
2008-03-25,209.0,0.00044,0.0067,7.45,0.039,13.3,110.1,8.33,2008-03-25
2008-04-07,208.0,0.00046,0.0065,7.54,0.038,12.6,105.5,8.35,2008-04-07
2008-05-06,193.0,0.00092,0.0135,7.04,0.046,10.7,111.4,8.3,2008-05-06
2008-06-04,180.0,0.00204,0.0231,4.45,0.088,9.39,92.9,8.01,2008-06-04
2008-07-08,192.0,0.0103,0.0651,5.8,0.109,9.3,93.7,8.1,2008-07-08
2008-08-05,205.0,0.00084,0.011,6.95,0.127,9.4,95.3,8.18,2008-08-05
2008-09-01,203.0,0.00081,0.0097,6.92,0.07,9.93,99.4,8.2,2008-09-01
2008-10-07,211.0,0.00063,0.0068,6.96,0.076,10.6,98.8,8.2,2008-10-07
2008-11-12,218.0,0.00047,0.0079,5.08,0.068,11.4,96.5,8.1,2008-11-12
2008-11-22,226.0,0.00046,0.0067,7.38,0.052,11.6,97.2,8.1,2008-11-22
2009-01-20,190.0,0.00039,0.0098,5.75,0.072,12.6,99.4,8.25,2009-01-20
2009-02-17,187.0,0.00043,0.0073,6.45,0.049,12.1,99.4,8.14,2009-02-17
2009-03-13,195.0,0.00053,0.006,7.62,0.05,12.0,104.9,8.35,2009-03-13
2009-04-15,210.0,0.00073,0.0122,7.19,0.052,11.9,115.4,8.52,2009-04-15
2009-05-14,198.0,0.00078,0.0169,7.34,0.108,10.5,100.0,8.26,2009-05-14
2009-06-04,185.0,0.00091,0.0177,6.56,0.132,9.97,103.6,8.38,2009-06-04
2009-07-12,172.0,0.00099,0.0131,5.54,0.118,9.06,96.3,8.28,2009-07-12
2009-08-01,195.0,0.00084,0.0104,5.87,0.083,5.66,57.4,8.17,2009-08-01
2009-08-22,180.0,0.00079,0.0112,5.6,0.077,7.47,74.4,8.23,2009-08-22
2009-10-16,203.0,0.00059,0.0105,5.94,0.074,10.1,91.9,8.0,2009-10-16
2009-11-27,198.0,0.00046,0.0066,5.7,0.052,11.5,96.4,8.18,2009-11-27
2009-12-07,199.0,0.00049,0.0083,5.29,0.066,11.1,94.8,8.18,2009-12-07
2010-02-05,217.0,0.00046,0.0081,7.04,0.023,11.9,99.7,8.28,2010-02-05
2010-02-19,208.0,0.00038,0.0078,7.01,0.03,12.2,95.7,8.2,2010-02-19
2010-03-18,209.0,0.00051,0.0054,7.62,0.03,11.6,100.7,8.3,2010-03-18
2010-04-12,214.0,0.00053,0.0076,7.05,0.043,11.1,97.6,8.25,2010-04-12
2010-05-21,201.0,0.00095,0.0154,6.88,0.045,9.16,91.8,8.24,2010-05-21
2010-06-23,189.0,0.00102,0.0152,6.61,0.054,9.2,98.4,8.38,2010-06-23
2010-07-14,186.0,0.0009,0.0186,6.43,0.136,9.33,96.4,8.19,2010-07-14
2010-08-13,198.0,0.00104,0.0132,5.71,0.085,9.55,95.4,8.35,2010-08-13
2010-09-17,186.0,0.00067,0.0087,6.33,0.076,10.3,97.3,8.37,2010-09-17
2010-10-15,200.0,0.00057,0.0064,6.57,0.076,11.3,101.3,8.3,2010-10-15
2010-11-01,206.0,0.00057,0.0095,6.61,0.073,11.7,105.2,8.43,2010-11-01
2010-11-27,205.0,0.00032,0.0059,7.09,0.087,13.3,98.8,8.18,2010-11-27
2011-01-12,193.0,0.00044,0.0119,6.3,0.085,11.5,95.0,8.08,2011-01-12
2011-02-15,196.0,0.00043,0.01,5.99,0.082,12.2,99.8,8.43,2011-02-15
2011-03-09,216.0,0.00045,0.0062,7.09,0.06,12.6,105.1,8.21,2011-03-09
2011-04-07,204.0,0.00074,0.0166,6.7,0.065,12.1,117.8,8.55,2011-04-07
2011-05-09,187.0,0.00087,0.016,6.17,0.094,9.4,96.1,8.36,2011-05-09
2011-06-07,192.0,0.00073,0.017,6.62,0.14,9.66,93.7,8.25,2011-06-07
2011-07-04,193.0,0.0011,0.0164,5.93,0.148,9.18,96.1,7.93,2011-07-04
2011-08-02,190.0,0.00105,0.0128,5.52,0.117,8.2,88.7,8.22,2011-08-02
2011-09-07,195.0,0.00071,0.0077,6.2,0.106,9.64,92.8,8.23,2011-09-07
2011-10-15,203.0,0.00135,0.0124,5.89,0.166,10.5,98.9,8.25,2011-10-15
2011-10-28,193.0,0.00059,0.0109,5.77,0.149,11.1,98.4,8.27,2011-10-28
2011-11-28,210.0,0.00036,0.0077,6.39,0.35,12.6,97.2,8.24,2011-11-28
2012-01-20,213.0,0.00056,0.0272,6.35,0.109,13.6,108.3,8.37,2012-01-20
2012-02-06,205.0,0.00145,0.0292,6.38,0.155,13.2,97.3,8.33,2012-02-06
2012-03-13,208.0,0.00051,0.0107,5.83,0.109,12.1,105.1,8.39,2012-03-13
2012-04-19,192.0,0.00878,0.0246,4.58,0.227,10.2,88.0,8.18,2012-04-19
2012-05-03,202.0,0.00086,0.0194,5.32,0.07,9.51,84.0,8.19,2012-05-03
2012-05-31,201.0,0.00158,0.0249,6.3,0.065,9.13,91.8,8.25,2012-05-31
2012-06-29,210.0,0.00106,0.0174,5.77,0.046,8.76,88.0,8.24,2012-06-29
2012-07-31,208.0,0.00072,0.0087,6.2,0.038,9.42,91.0,8.18,2012-07-31
2012-08-22,211.0,0.00081,0.0072,5.59,0.049,9.27,93.0,8.26,2012-08-22
2012-10-05,195.0,0.0006,0.0063,5.8,0.059,10.1,92.0,8.17,2012-10-05
2012-10-24,226.0,0.00062,0.0067,6.31,0.041,10.1,93.0,8.21,2012-10-24
2012-11-23,158.0,0.00105,0.0148,3.77,0.118,9.77,82.0,8.0,2012-11-23
2013-03-07,212.0,0.00046,0.0082,7.08,0.039,11.5,96.0,8.73,2013-03-07
2013-06-12,199.0,0.00098,0.0162,6.6,0.079,9.21,89.0,8.27,2013-06-12
2013-09-11,192.0,0.00068,0.0086,6.46,0.139,9.48,90.0,8.28,2013-09-11
2013-12-02,216.0,0.00044,0.0043,6.83,0.049,11.5,95.2,8.24,2013-12-02
2014-01-03,164.0,0.00043,0.0092,4.48,0.056,10.6,87.0,8.06,2014-01-03
2014-04-04,209.0,0.00067,0.0129,6.68,0.038,9.79,89.0,8.15,2014-04-04
2014-07-30,195.0,0.00107,0.0148,6.29,0.086,8.03,87.1,8.32,2014-07-30
2014-10-22,207.0,0.00055,0.0076,5.66,0.145,9.8,87.0,8.28,2014-10-22
2015-02-04,188.0,0.00036,0.0074,6.71,0.052,11.9,91.2,8.42,2015-02-04
2015-05-29,200.0,0.00066,0.0148,6.0,0.153,9.38,88.4,8.29,2015-05-29
2015-08-06,186.0,0.00136,0.0118,5.74,0.148,8.1,82.8,8.28,2015-08-06
2015-11-05,202.0,0.00079,0.0127,5.32,0.119,9.45,88.1,8.15,2015-11-05
2016-03-04,213.0,0.00044,0.0117,6.17,0.021,12.3,101.6,8.29,2016-03-04
2016-06-09,202.0,0.00092,0.0171,5.98,0.086,9.6,99.8,8.29,2016-06-09
2016-11-03,207.0,0.00048,0.0088,5.99,0.211,11.7,99.6,8.32,2016-11-03
2016-12-05,213.0,0.00034,0.008,6.88,0.077,13.5,102.3,8.27,2016-12-05
2017-01-25,221.0,0.00038,0.0071,6.59,0.043,12.4,96.8,8.26,2017-01-25
2017-04-05,202.0,0.00058,0.0059,6.05,0.033,13.0,117.9,8.58,2017-04-05
2017-09-22,197.0,0.00067,0.0098,5.75,0.14,10.7,101.0,8.44,2017-09-22
2017-10-20,209.0,0.00068,0.0136,6.13,0.183,9.49,89.5,8.16,2017-10-20
2017-11-27,175.0,0.00041,0.0059,6.08,0.118,11.7,94.3,8.34,2017-11-27
2017-12-12,199.0,0.00029,0.0065,6.88,0.102,13.3,94.7,8.34,2017-12-12
2018-02-14,221.0,0.00036,0.005,6.73,0.033,12.6,97.4,8.36,2018-02-14
2018-06-08,214.0,0.00083,0.0141,5.99,0.064,9.71,98.0,8.14,2018-06-08
2018-08-09,193.0,0.00109,0.0144,5.98,0.199,8.42,88.6,8.26,2018-08-09
2018-11-22,206.0,0.00036,0.0066,6.22,0.112,12.9,99.2,8.37,2018-11-22
2019-03-08,184.0,0.00047,0.0078,5.81,0.097,10.8,90.6,8.3,2019-03-08
2019-04-04,197.0,0.00045,0.0057,6.53,0.05,11.4,94.8,8.28,2019-04-04
2019-05-01,187.0,0.00063,0.0116,6.48,0.088,9.51,88.4,8.28,2019-05-01
2019-06-13,194.0,0.00063,0.0101,5.66,0.135,10.6,98.5,8.2,2019-06-13
2019-07-09,200.0,0.00093,0.0095,6.2,0.1,9.56,99.8,8.37,2019-07-09
2019-08-19,190.0,0.00071,0.011,5.9,0.13,5.95,62.8,7.86,2019-08-19
2019-09-27,190.0,0.00055,0.0093,5.7,0.23,9.72,95.6,7.86,2019-09-27
2019-10-14,210.0,0.00134,0.019,5.9,0.086,8.6,79.4,8.11,2019-10-14
2019-11-01,220.0,0.00055,0.0098,6.2,0.024,10.7,95.2,8.06,2019-11-01
2019-12-12,220.0,0.00041,0.011,6.1,0.047,11.8,94.8,8.26,2019-12-12
2020-01-14,220.0,0.00047,0.011,6.3,0.049,11.2,94.2,8.21,2020-01-14
2020-02-20,210.0,0.00044,0.016,5.9,0.029,9.58,79.2,8.25,2020-02-20
2020-03-12,220.0,0.00048,0.012,6.2,0.021,10.3,87.2,8.25,2020-03-12
2021-05-05,190.0,0.0005,0.016,6.5,0.051,10.7,91.8,8.24,2021-05-05
2021-06-03,200.0,0.00084,0.013,6.4,0.067,9.37,95.0,8.05,2021-06-03
2021-07-01,170.0,0.00074,0.011,6.7,0.097,9.77,95.5,8.07,2021-07-01
2021-08-03,210.0,0.00081,0.01,6.7,0.14,9.51,95.2,8.16,2021-08-03
2023-06-02,210.0,0.00073,0.012,6.9,0.05,11.0,106.6,8.34,2023-06-02
2023-07-10,200.0,0.00086,0.015,6.6,0.16,9.21,94.0,8.17,2023-07-10
2023-08-10,210.0,0.00092,0.012,6.0,0.15,9.62,100.2,8.21,2023-08-10
2003-01-10,280.0,0.019,1.18,2.49,0.804,2.34,21.2,7.6,2003-01-10
2003-03-10,250.0,0.00394,0.251,6.69,0.226,7.06,68.2,7.3,2003-03-10
2003-03-31,238.0,0.0131,0.371,11.9,1.3,7.11,81.0,7.4,2003-03-31
2003-05-06,233.0,0.00394,0.572,11.3,2.47,5.99,63.8,7.21,2003-05-06
2003-06-30,226.0,0.00144,0.153,9.04,0.224,4.6,50.2,7.14,2003-06-30
2003-07-01,215.0,0.00151,0.203,9.53,0.314,4.63,51.0,7.2,2003-07-01
2003-07-14,243.0,0.0056,0.39,9.71,0.215,6.43,76.6,7.26,2003-07-14
2003-08-12,283.0,0.00222,0.172,5.55,0.153,5.88,72.4,7.35,2003-08-12
2003-09-08,262.0,0.00209,0.142,5.72,0.181,4.77,53.2,7.4,2003-09-08
2003-09-26,247.0,0.00071,0.125,6.74,0.13,6.88,75.8,7.5,2003-09-26
2003-10-14,263.0,0.00054,0.0723,8.46,0.13,6.35,67.8,7.3,2003-10-14
2003-11-07,250.0,0.00099,0.131,7.26,0.115,8.24,86.4,7.3,2003-11-07
2010-06-04,241.0,0.00265,0.15,6.74,0.063,7.3,77.0,7.4,2010-06-04
2010-07-09,233.0,0.00076,0.0387,8.22,0.08,6.79,77.8,7.18,2010-07-09
2010-07-30,239.0,0.00145,0.0372,8.87,0.118,6.34,69.7,7.46,2010-07-30
2010-10-21,233.0,0.00075,0.0195,7.93,0.074,7.91,79.3,7.44,2010-10-21
2010-11-23,222.0,0.00052,0.0164,9.84,0.054,7.2,70.2,7.41,2010-11-23
2011-01-11,196.0,0.00054,0.0554,8.3,0.02,9.45,87.6,7.64,2011-01-11
2011-02-03,214.0,0.00046,0.015,10.6,0.03,8.64,81.8,7.56,2011-02-03
2011-03-03,219.0,0.0003,0.0116,9.35,0.029,7.67,72.0,7.49,2011-03-03
2011-03-29,226.0,0.00061,0.0206,9.26,0.036,8.39,82.5,7.57,2011-03-29
2011-05-03,212.0,0.00107,0.0651,15.0,0.144,8.4,88.0,7.52,2011-05-03
2011-06-10,229.0,0.00092,0.0438,8.68,0.079,7.06,74.9,7.41,2011-06-10
2011-07-11,232.0,0.00171,0.0508,10.1,0.283,6.88,77.1,7.52,2011-07-11
2011-08-09,232.0,0.00083,0.0451,11.0,1.69,5.86,62.9,7.39,2011-08-09
2011-08-26,205.0,0.00098,0.0508,9.1,0.634,8.53,91.6,7.46,2011-08-26
2011-09-29,231.0,0.00096,0.0383,9.74,0.176,5.43,61.2,7.36,2011-09-29
2011-10-28,210.0,0.00068,0.043,11.6,0.124,9.19,94.4,7.36,2011-10-28
2011-11-22,226.0,0.00084,0.0341,12.1,0.152,6.43,66.0,7.47,2011-11-22
2012-01-06,217.0,0.0004,0.0141,11.0,0.077,7.85,75.2,7.53,2012-01-06
2012-02-02,246.0,0.00276,0.214,6.54,0.083,9.22,83.2,7.42,2012-02-02
2012-03-08,221.0,0.00036,0.0135,7.71,0.271,7.32,71.2,7.47,2012-03-08
2012-03-28,224.0,0.0006,0.0196,11.2,0.708,10.1,105.3,7.46,2012-03-28
2012-05-11,193.0,0.00088,0.0755,9.19,0.199,9.67,96.4,7.46,2012-05-11
2012-06-13,187.0,0.00088,0.061,9.77,0.267,8.2,85.6,7.49,2012-06-13
2012-07-09,195.0,0.00107,0.0509,9.34,0.257,5.45,58.2,7.57,2012-07-09
2012-08-07,217.0,0.001,0.0742,9.71,0.347,3.86,41.1,7.35,2012-08-07
2012-08-22,228.0,0.00146,0.0565,8.91,0.249,4.81,52.9,7.46,2012-08-22
2012-10-12,201.0,0.00081,0.0573,11.5,0.13,4.4,45.5,7.24,2012-10-12
2012-11-05,193.0,0.00051,0.0205,7.59,0.095,5.14,50.7,7.27,2012-11-05
2012-11-22,198.0,0.00062,0.0379,10.2,0.074,5.94,59.1,7.28,2012-11-22
2013-01-08,233.0,0.00219,0.149,9.29,0.153,5.82,54.6,7.3,2013-01-08
2013-02-08,225.0,0.00032,0.125,6.95,0.031,6.44,61.0,7.27,2013-02-08
2013-03-05,246.0,0.00582,0.199,7.08,0.084,6.29,59.3,7.3,2013-03-05
2013-04-09,247.0,0.00533,0.127,4.08,0.087,7.65,72.1,7.5,2013-04-09
2013-05-15,219.0,0.00435,0.169,11.4,0.332,7.31,69.4,7.37,2013-05-15
2013-05-29,204.0,0.00171,0.0886,4.39,0.334,7.56,75.2,7.61,2013-05-29
2013-07-08,264.0,0.00747,0.239,7.89,1.36,4.21,47.1,7.4,2013-07-08
2013-08-01,235.0,0.00578,0.114,7.82,0.536,6.15,71.3,7.32,2013-08-01
2013-09-24,250.0,0.0015,0.0443,7.6,0.383,6.71,72.5,7.4,2013-09-24
2013-10-07,242.0,0.00285,0.0926,11.6,0.269,5.22,56.5,7.36,2013-10-07
2013-11-04,204.0,0.00316,0.188,9.91,0.149,5.21,52.5,7.29,2013-11-04
2013-11-22,229.0,0.00136,0.0906,8.82,0.119,5.42,52.8,7.28,2013-11-22
2014-01-20,253.0,0.00924,0.303,4.27,0.489,4.35,39.7,7.37,2014-01-20
2014-03-03,237.0,0.0118,0.2,4.06,0.587,4.14,38.2,7.37,2014-03-03
2014-03-25,248.0,0.00076,0.115,3.77,0.066,7.72,74.1,7.32,2014-03-25
2014-04-08,224.0,0.0169,0.31,6.72,0.079,9.42,89.6,7.95,2014-04-08
2014-05-08,232.0,0.00076,0.0944,7.65,0.113,5.59,56.8,7.23,2014-05-08
2014-06-04,244.0,0.00186,0.227,3.49,0.431,3.88,40.1,7.29,2014-06-04
2014-07-18,285.0,0.0318,0.329,3.46,0.358,3.13,34.6,7.29,2014-07-18
2014-08-14,231.0,0.0022,0.16,7.48,0.301,2.98,32.9,7.4,2014-08-14
2014-09-12,228.0,0.00164,0.0902,11.4,0.209,7.15,78.0,7.4,2014-09-12
2014-10-07,203.0,0.00848,0.351,8.62,0.843,4.08,42.8,7.22,2014-10-07
2014-11-12,241.0,0.00113,0.0303,6.82,0.124,5.17,53.1,7.44,2014-11-12
2014-11-26,212.0,0.00055,0.0566,6.39,0.068,5.56,55.4,7.36,2014-11-26
2015-01-12,230.0,0.0006,0.0687,6.27,0.064,6.73,64.7,7.3,2015-01-12
2015-02-03,235.0,0.00036,0.0197,7.63,0.074,7.46,69.4,7.4,2015-02-03
2015-03-11,233.0,0.00041,0.0308,8.2,0.047,7.76,74.3,7.4,2015-03-11
2015-04-23,239.0,0.00078,0.0467,10.8,0.162,5.47,55.1,7.34,2015-04-23
2015-05-07,220.0,0.00157,0.0744,7.75,0.277,4.79,48.4,7.43,2015-05-07
2015-06-08,232.0,0.00164,0.036,9.14,0.124,7.63,80.8,7.53,2015-06-08
2015-07-14,225.0,0.00357,0.0727,11.3,1.88,5.85,64.1,7.74,2015-07-14
2015-08-26,220.0,0.00185,0.0744,6.59,0.855,5.76,62.2,7.53,2015-08-26
2015-10-27,257.0,0.00219,0.181,4.0,0.116,5.15,53.8,7.45,2015-10-27
2015-11-12,254.0,0.00126,0.0466,4.39,0.101,6.5,66.3,7.53,2015-11-12
2015-11-26,236.0,0.00072,0.0353,6.77,0.134,6.84,67.1,7.43,2015-11-26
2015-12-03,245.0,0.00107,0.0226,5.04,0.117,6.11,62.3,7.55,2015-12-03
2016-01-25,205.0,0.00061,0.176,12.2,0.77,7.35,72.1,7.49,2016-01-25
2016-02-19,219.0,0.00034,0.0371,9.23,0.021,9.27,88.4,7.4,2016-02-19
2016-04-13,206.0,0.00046,0.0282,10.4,0.033,8.69,89.2,7.6,2016-04-13
2016-05-31,234.0,0.00096,0.0206,10.1,0.047,7.29,72.6,7.71,2016-05-31
2016-06-16,221.0,0.00094,0.0311,9.61,0.07,7.7,81.5,7.72,2016-06-16
2016-08-17,255.0,0.00112,0.046,6.76,0.145,7.54,84.3,7.62,2016-08-17
2016-10-18,248.0,0.00076,0.0136,6.57,0.895,6.99,73.1,7.57,2016-10-18
2016-12-12,208.0,0.00042,0.0327,12.6,0.081,8.32,82.9,7.32,2016-12-12
2017-01-19,228.0,0.00035,0.0169,9.35,0.07,7.71,72.7,7.41,2017-01-19
2017-03-21,235.0,0.00049,0.0177,7.02,0.072,9.22,88.7,7.67,2017-03-21
2017-04-07,242.0,0.00053,0.0431,7.66,0.072,9.24,93.3,7.72,2017-04-07
2017-05-15,240.0,0.00087,0.0386,7.71,0.172,6.74,70.4,7.53,2017-05-15
2017-07-31,196.0,0.00109,0.0271,10.9,0.222,8.85,97.6,7.64,2017-07-31
2020-10-08,220.0,0.00164,0.11,7.5,0.21,5.46,57.0,7.51,2020-10-08
2020-11-11,210.0,0.00065,0.033,9.1,0.21,9.35,95.4,7.52,2020-11-11
2020-12-01,200.0,0.0019,0.049,15.0,0.62,8.29,79.8,7.67,2020-12-01
2021-01-06,230.0,0.00072,0.019,7.7,0.84,8.57,78.1,7.61,2021-01-06
2021-02-11,210.0,0.00308,0.17,8.3,0.28,7.27,65.8,7.35,2021-02-11
2021-03-12,200.0,0.0003,0.013,10.0,0.1,10.6,99.7,7.4,2021-03-12
2021-04-06,190.0,0.00038,0.027,20.0,1.4,12.4,119.0,7.57,2021-04-06
2021-05-11,200.0,0.0006,0.041,14.0,0.73,10.0,100.7,7.76,2021-05-11
2021-06-22,200.0,0.00069,0.14,13.0,1.2,5.47,54.9,7.47,2021-06-22
2021-08-02,200.0,0.00168,0.058,16.0,0.14,7.8,85.3,7.61,2021-08-02
2021-09-08,220.0,0.00283,0.095,12.0,0.22,5.98,66.4,7.65,2021-09-08
2021-10-13,230.0,0.00109,0.089,11.0,0.25,5.69,59.5,7.49,2021-10-13
2021-11-08,220.0,0.00147,0.15,12.0,0.11,6.22,63.5,7.47,2021-11-08
2021-11-22,240.0,0.00135,0.1,10.0,0.074,6.93,69.3,7.58,2021-11-22
2021-12-07,220.0,0.00046,0.045,12.0,0.13,7.64,74.8,7.35,2021-12-07
2022-01-05,230.0,0.00106,0.026,7.0,1.6,8.39,80.5,7.37,2022-01-05
2022-02-23,230.0,0.00055,0.023,9.7,0.12,8.98,86.6,7.54,2022-02-23
2022-04-08,230.0,0.00053,0.032,8.1,0.075,9.37,92.8,7.42,2022-04-08
2023-06-22,210.0,0.00074,0.31,9.1,0.15,3.95,42.7,7.2,2023-06-22
